transaction_id,date,year,month,quarter,day_of_week,product_category,region,channel,salesperson_id,quantity,unit_price,discount,revenue,profit,customer_churned,revenue_band,is_discounted
TXN001023,2022-07-23,2022,7,3,Saturday,Books,South,Online,SP_032,7,26.67,0.1,168.02,99.06,1,XS,1
TXN003079,2022-07-24,2022,7,3,Sunday,Books,Central,Mobile App,SP_018,9,28.18,0.15,215.58,114.96,0,S,1
TXN000004,2022-07-24,2022,7,3,Sunday,Electronics,South,Mobile App,SP_022,6,441.92,0.0,2651.52,630.18,1,L,0
TXN002264,2022-07-24,2022,7,3,Sunday,Clothing,South,Mobile App,SP_003,7,68.62,0.1,432.31,197.34,0,S,1
TXN004022,2022-07-24,2022,7,3,Sunday,Home Goods,North,Wholesale,SP_027,1,107.9,0.05,102.5,46.69,0,XS,1
TXN003645,2022-07-24,2022,7,3,Sunday,Clothing,Central,Retail Store,SP_025,8,81.96,0.1,590.11,320.59,0,M,1
TXN000861,2022-07-24,2022,7,3,Sunday,Home Goods,South,Wholesale,SP_018,10,110.65,0.15,940.52,360.29,1,M,1
TXN003351,2022-07-24,2022,7,3,Sunday,Clothing,North,Retail Store,SP_005,8,77.54,0.05,589.3,296.28,0,M,1
TXN002283,2022-07-24,2022,7,3,Sunday,Electronics,East,Online,SP_023,6,414.54,0.0,2487.24,752.12,0,L,0
TXN000563,2022-07-24,2022,7,3,Sunday,Electronics,Central,Retail Store,SP_036,8,438.93,0.05,3335.87,841.08,0,L,1
TXN001677,2022-07-25,2022,7,3,Monday,Electronics,East,Online,SP_015,5,400.19,0.1,1800.86,579.0,0,L,1
TXN003419,2022-07-25,2022,7,3,Monday,Electronics,West,Online,SP_010,5,487.01,0.0,2435.05,614.48,1,L,0
TXN001461,2022-07-25,2022,7,3,Monday,Sports,North,Retail Store,SP_031,12,100.18,0.0,1202.16,457.83,1,L,0
TXN001254,2022-07-25,2022,7,3,Monday,Books,East,Online,SP_005,11,27.07,0.15,253.1,160.02,0,S,1
TXN003126,2022-07-25,2022,7,3,Monday,Books,East,Mobile App,SP_018,8,27.18,0.05,206.57,146.87,0,S,1
TXN004123,2022-07-25,2022,7,3,Monday,Home Goods,Central,Retail Store,SP_031,7,123.83,0.2,693.45,328.76,0,M,1
TXN003805,2022-07-25,2022,7,3,Monday,Clothing,South,Wholesale,SP_019,9,81.97,0.05,700.84,320.87,0,M,1
TXN002781,2022-07-25,2022,7,3,Monday,Clothing,South,Online,SP_005,7,65.73,0.05,437.1,211.4,0,S,1
TXN004639,2022-07-25,2022,7,3,Monday,Books,East,Mobile App,SP_032,7,26.46,0.1,166.7,111.07,0,XS,1
TXN002712,2022-07-25,2022,7,3,Monday,Sports,South,Retail Store,SP_036,8,98.97,0.05,752.17,277.97,0,M,1
TXN003958,2022-07-26,2022,7,3,Tuesday,Books,West,Wholesale,SP_027,6,23.41,0.0,140.46,108.68,0,XS,0
TXN000057,2022-07-26,2022,7,3,Tuesday,Home Goods,Central,Mobile App,SP_035,7,117.32,0.0,821.24,345.97,1,M,0
TXN004643,2022-07-26,2022,7,3,Tuesday,Clothing,West,Wholesale,SP_003,4,69.08,0.05,262.5,152.17,1,S,1
TXN001628,2022-07-26,2022,7,3,Tuesday,Books,West,Mobile App,SP_002,5,24.01,0.15,102.04,72.28,0,XS,1
TXN003472,2022-07-26,2022,7,3,Tuesday,Home Goods,South,Retail Store,SP_020,8,122.92,0.05,934.19,372.71,1,M,1
TXN003091,2022-07-27,2022,7,3,Wednesday,Electronics,North,Online,SP_032,11,497.21,0.1,4922.38,1566.23,0,L,1
TXN002823,2022-07-27,2022,7,3,Wednesday,Clothing,West,Mobile App,SP_017,9,84.7,0.0,762.3,420.35,0,M,0
TXN000273,2022-07-27,2022,7,3,Wednesday,Books,Central,Online,SP_009,10,22.12,0.2,176.96,119.88,0,XS,1
TXN004801,2022-07-27,2022,7,3,Wednesday,Electronics,West,Mobile App,SP_004,7,497.65,0.1,3135.19,799.7,0,L,1
TXN003109,2022-07-27,2022,7,3,Wednesday,Sports,North,Mobile App,SP_008,27,81.63,0.05,2093.81,952.39,0,L,1
TXN001158,2022-07-27,2022,7,3,Wednesday,Sports,South,Wholesale,SP_022,19,109.12,0.05,1969.62,602.86,0,L,1
TXN004195,2022-07-28,2022,7,3,Thursday,Home Goods,North,Online,SP_034,4,107.86,0.0,431.44,160.48,0,S,0
TXN002713,2022-07-28,2022,7,3,Thursday,Electronics,North,Online,SP_032,3,474.03,0.05,1350.99,389.89,0,L,1
TXN003827,2022-07-28,2022,7,3,Thursday,Clothing,South,Mobile App,SP_008,4,70.12,0.05,266.46,137.66,0,S,1
TXN002440,2022-07-28,2022,7,3,Thursday,Home Goods,North,Mobile App,SP_029,4,107.29,0.05,407.7,203.87,0,S,1
TXN004251,2022-07-28,2022,7,3,Thursday,Sports,North,Mobile App,SP_002,12,82.67,0.1,892.84,331.17,0,M,1
TXN002335,2022-07-29,2022,7,3,Friday,Books,West,Retail Store,SP_006,8,23.2,0.0,185.6,135.92,0,XS,0
TXN001057,2022-07-30,2022,7,3,Saturday,Home Goods,West,Wholesale,SP_017,1,124.18,0.05,117.97,43.38,0,XS,1
TXN004501,2022-07-30,2022,7,3,Saturday,Sports,North,Online,SP_016,12,104.78,0.1,1131.62,350.95,0,L,1
TXN000633,2022-07-30,2022,7,3,Saturday,Clothing,South,Retail Store,SP_011,5,74.92,0.0,374.6,198.09,0,S,0
TXN004044,2022-07-31,2022,7,3,Sunday,Electronics,East,Retail Store,SP_002,8,466.82,0.2,2987.65,721.64,0,L,1
TXN004597,2022-08-01,2022,8,3,Monday,Sports,East,Wholesale,SP_029,23,97.99,0.0,2253.77,761.51,1,L,0
TXN001682,2022-08-02,2022,8,3,Tuesday,Clothing,South,Online,SP_034,9,86.03,0.15,658.13,396.44,0,M,1
TXN000442,2022-08-02,2022,8,3,Tuesday,Home Goods,East,Online,SP_036,6,125.81,0.05,717.12,245.58,0,M,1
TXN001069,2022-08-03,2022,8,3,Wednesday,Home Goods,North,Online,SP_036,6,122.98,0.2,590.3,203.46,0,M,1
TXN002870,2022-08-03,2022,8,3,Wednesday,Books,West,Wholesale,SP_031,9,25.0,0.0,225.0,156.77,1,S,0
TXN002091,2022-08-03,2022,8,3,Wednesday,Home Goods,Central,Online,SP_033,5,111.27,0.0,556.35,263.28,0,M,0
TXN001773,2022-08-03,2022,8,3,Wednesday,Sports,Central,Mobile App,SP_035,17,101.75,0.0,1729.75,632.74,0,L,0
TXN003448,2022-08-04,2022,8,3,Thursday,Home Goods,East,Mobile App,SP_026,5,125.16,0.0,625.8,279.8,1,M,0
TXN000987,2022-08-04,2022,8,3,Thursday,Sports,Central,Wholesale,SP_029,8,87.5,0.0,700.0,266.27,0,M,0
TXN001197,2022-08-05,2022,8,3,Friday,Clothing,South,Wholesale,SP_012,10,80.7,0.0,807.0,430.6,0,M,0
TXN001227,2022-08-05,2022,8,3,Friday,Clothing,South,Wholesale,SP_034,12,69.42,0.0,833.04,436.39,1,M,0
TXN004348,2022-08-05,2022,8,3,Friday,Books,Central,Retail Store,SP_027,9,24.91,0.05,212.98,163.91,1,S,1
TXN004843,2022-08-06,2022,8,3,Saturday,Home Goods,Central,Mobile App,SP_036,9,110.31,0.1,893.51,350.07,0,M,1
TXN004613,2022-08-06,2022,8,3,Saturday,Home Goods,West,Wholesale,SP_027,2,106.41,0.0,212.82,107.12,1,S,0
TXN004579,2022-08-06,2022,8,3,Saturday,Electronics,East,Retail Store,SP_029,12,448.26,0.0,5379.12,1715.31,0,XL,0
TXN003297,2022-08-07,2022,8,3,Sunday,Electronics,North,Retail Store,SP_040,8,462.96,0.0,3703.68,1053.23,0,L,0
TXN004796,2022-08-07,2022,8,3,Sunday,Books,West,Wholesale,SP_037,8,23.75,0.0,190.0,138.91,0,XS,0
TXN002426,2022-08-07,2022,8,3,Sunday,Electronics,East,Mobile App,SP_008,6,399.34,0.2,1916.83,593.53,0,L,1
TXN003187,2022-08-07,2022,8,3,Sunday,Sports,Central,Wholesale,SP_024,10,82.54,0.15,701.59,302.7,0,M,1
TXN002564,2022-08-08,2022,8,3,Monday,Electronics,South,Online,SP_008,7,397.32,0.0,2781.24,876.11,0,L,0
TXN002105,2022-08-08,2022,8,3,Monday,Sports,North,Mobile App,SP_039,12,102.46,0.2,983.62,416.56,0,M,1
TXN004569,2022-08-08,2022,8,3,Monday,Electronics,East,Retail Store,SP_015,6,460.71,0.05,2626.05,870.97,0,L,1
TXN000784,2022-08-09,2022,8,3,Tuesday,Sports,South,Mobile App,SP_019,17,91.69,0.05,1480.79,616.0,1,L,1
TXN003774,2022-08-09,2022,8,3,Tuesday,Sports,Central,Retail Store,SP_002,14,96.33,0.05,1281.19,493.32,0,L,1
TXN001353,2022-08-09,2022,8,3,Tuesday,Books,West,Online,SP_028,9,25.63,0.1,207.6,131.68,0,S,1
TXN002817,2022-08-09,2022,8,3,Tuesday,Electronics,East,Retail Store,SP_016,5,450.33,0.1,2026.49,608.83,1,L,1
TXN000147,2022-08-10,2022,8,3,Wednesday,Clothing,Central,Wholesale,SP_015,4,85.34,0.05,324.29,177.49,0,S,1
TXN002123,2022-08-10,2022,8,3,Wednesday,Home Goods,North,Wholesale,SP_030,5,113.81,0.1,512.14,208.55,0,M,1
TXN004655,2022-08-10,2022,8,3,Wednesday,Electronics,Central,Retail Store,SP_040,9,403.16,0.0,3628.44,1143.17,1,L,0
TXN001109,2022-08-11,2022,8,3,Thursday,Books,South,Online,SP_018,3,26.45,0.0,79.35,52.24,0,XS,0
TXN003577,2022-08-11,2022,8,3,Thursday,Electronics,South,Wholesale,SP_018,7,430.24,0.1,2710.51,687.29,0,L,1
TXN000223,2022-08-11,2022,8,3,Thursday,Sports,South,Mobile App,SP_029,16,92.01,0.05,1398.55,576.77,0,L,1
TXN004369,2022-08-11,2022,8,3,Thursday,Electronics,East,Mobile App,SP_030,12,499.08,0.05,5689.51,1307.96,0,XL,1
TXN000064,2022-08-11,2022,8,3,Thursday,Clothing,West,Wholesale,SP_030,6,81.69,0.05,465.63,220.23,0,S,1
TXN001657,2022-08-11,2022,8,3,Thursday,Home Goods,East,Online,SP_006,10,110.6,0.05,1050.7,483.24,0,L,1
TXN002213,2022-08-12,2022,8,3,Friday,Sports,Central,Mobile App,SP_026,13,96.83,0.05,1195.85,482.92,0,L,1
TXN001633,2022-08-12,2022,8,3,Friday,Books,West,Mobile App,SP_037,9,26.4,0.1,213.84,147.48,0,S,1
TXN000803,2022-08-12,2022,8,3,Friday,Sports,Central,Wholesale,SP_017,10,98.6,0.05,936.7,305.6,0,M,1
TXN002838,2022-08-12,2022,8,3,Friday,Home Goods,West,Retail Store,SP_023,6,115.88,0.0,695.28,267.02,1,M,0
TXN001986,2022-08-12,2022,8,3,Friday,Electronics,Central,Online,SP_013,7,492.98,0.15,2933.23,662.64,0,L,1
TXN001687,2022-08-12,2022,8,3,Friday,Sports,West,Wholesale,SP_016,15,100.95,0.1,1362.83,526.03,1,L,1
TXN002276,2022-08-12,2022,8,3,Friday,Electronics,South,Mobile App,SP_036,7,395.47,0.1,2491.46,672.9,1,L,1
TXN004161,2022-08-13,2022,8,3,Saturday,Books,East,Retail Store,SP_005,12,24.25,0.1,261.9,147.81,0,S,1
TXN004856,2022-08-13,2022,8,3,Saturday,Sports,West,Mobile App,SP_039,6,100.02,0.0,600.12,204.11,0,M,0
TXN000586,2022-08-13,2022,8,3,Saturday,Electronics,West,Mobile App,SP_027,4,470.14,0.2,1504.45,454.62,0,L,1
TXN000124,2022-08-13,2022,8,3,Saturday,Sports,West,Online,SP_002,16,90.0,0.2,1152.0,414.38,0,L,1
TXN003865,2022-08-14,2022,8,3,Sunday,Electronics,East,Mobile App,SP_006,5,395.87,0.1,1781.41,444.03,0,L,1
TXN002171,2022-08-15,2022,8,3,Monday,Books,Central,Retail Store,SP_021,9,23.29,0.15,178.17,117.6,0,XS,1
TXN002280,2022-08-15,2022,8,3,Monday,Home Goods,Central,Online,SP_005,5,124.4,0.2,497.6,202.31,0,S,1
TXN001757,2022-08-15,2022,8,3,Monday,Clothing,East,Wholesale,SP_006,15,64.51,0.05,919.27,417.67,0,M,1
TXN003942,2022-08-15,2022,8,3,Monday,Sports,North,Wholesale,SP_020,11,83.45,0.1,826.16,279.97,0,M,1
TXN000287,2022-08-15,2022,8,3,Monday,Clothing,West,Wholesale,SP_031,5,81.9,0.0,409.5,257.48,0,S,0
TXN004574,2022-08-15,2022,8,3,Monday,Books,West,Retail Store,SP_015,7,23.43,0.1,147.61,84.5,0,XS,1
TXN002468,2022-08-15,2022,8,3,Monday,Books,North,Retail Store,SP_009,6,25.9,0.15,132.09,97.57,1,XS,1
TXN004236,2022-08-16,2022,8,3,Tuesday,Clothing,West,Online,SP_030,10,73.34,0.05,696.73,458.98,0,M,1
TXN000189,2022-08-16,2022,8,3,Tuesday,Home Goods,North,Online,SP_032,7,119.01,0.1,749.76,257.67,1,M,1
TXN002415,2022-08-16,2022,8,3,Tuesday,Home Goods,Central,Retail Store,SP_002,11,112.48,0.1,1113.55,547.75,0,L,1
TXN000008,2022-08-16,2022,8,3,Tuesday,Electronics,South,Online,SP_025,5,424.48,0.0,2122.4,552.72,0,L,0
TXN000888,2022-08-17,2022,8,3,Wednesday,Clothing,South,Online,SP_025,9,73.55,0.1,595.75,300.75,0,M,1
TXN000607,2022-08-17,2022,8,3,Wednesday,Home Goods,Central,Online,SP_019,6,105.49,0.1,569.65,236.96,0,M,1
TXN004239,2022-08-17,2022,8,3,Wednesday,Home Goods,West,Wholesale,SP_030,6,135.32,0.0,811.92,356.01,0,M,0
TXN000249,2022-08-18,2022,8,3,Thursday,Home Goods,South,Retail Store,SP_024,2,136.93,0.05,260.17,106.55,1,S,1
TXN004359,2022-08-18,2022,8,3,Thursday,Home Goods,East,Online,SP_004,7,105.79,0.2,592.42,242.31,0,M,1
TXN004049,2022-08-18,2022,8,3,Thursday,Home Goods,East,Retail Store,SP_034,5,129.35,0.2,517.4,176.76,0,M,1
TXN003042,2022-08-18,2022,8,3,Thursday,Home Goods,South,Wholesale,SP_025,5,116.58,0.0,582.9,205.26,0,M,0
TXN002269,2022-08-18,2022,8,3,Thursday,Books,West,Online,SP_019,5,26.33,0.0,131.65,70.48,0,XS,0
TXN001049,2022-08-18,2022,8,3,Thursday,Home Goods,South,Mobile App,SP_016,6,120.28,0.0,721.68,363.52,0,M,0
TXN002383,2022-08-19,2022,8,3,Friday,Books,Central,Online,SP_015,6,24.87,0.1,134.3,85.67,0,XS,1
TXN003874,2022-08-19,2022,8,3,Friday,Clothing,South,Mobile App,SP_040,6,84.96,0.05,484.27,313.71,0,S,1
TXN001457,2022-08-19,2022,8,3,Friday,Sports,South,Mobile App,SP_005,11,84.9,0.0,933.9,316.55,0,M,0
TXN001196,2022-08-19,2022,8,3,Friday,Sports,South,Wholesale,SP_003,6,83.53,0.2,400.94,128.07,0,S,1
TXN000614,2022-08-19,2022,8,3,Friday,Electronics,East,Online,SP_013,3,472.94,0.1,1276.94,286.09,0,L,1
TXN001319,2022-08-20,2022,8,3,Saturday,Clothing,South,Retail Store,SP_013,7,71.92,0.1,453.1,224.99,1,S,1
TXN002386,2022-08-20,2022,8,3,Saturday,Clothing,South,Retail Store,SP_014,8,73.31,0.2,469.18,243.6,0,S,1
TXN004550,2022-08-20,2022,8,3,Saturday,Home Goods,West,Mobile App,SP_024,4,132.93,0.05,505.13,211.47,0,M,1
TXN002006,2022-08-21,2022,8,3,Sunday,Books,North,Retail Store,SP_012,14,22.05,0.05,293.26,195.44,0,S,1
TXN000443,2022-08-21,2022,8,3,Sunday,Books,East,Retail Store,SP_030,14,24.85,0.0,347.9,187.13,0,S,0
TXN000450,2022-08-21,2022,8,3,Sunday,Home Goods,East,Mobile App,SP_021,4,120.38,0.0,481.52,182.73,0,S,0
TXN000860,2022-08-21,2022,8,3,Sunday,Books,North,Wholesale,SP_032,6,26.12,0.0,156.72,104.6,0,XS,0
TXN000103,2022-08-22,2022,8,3,Monday,Clothing,West,Online,SP_001,10,68.92,0.05,654.74,318.78,0,M,1
TXN002883,2022-08-22,2022,8,3,Monday,Clothing,East,Wholesale,SP_005,2,71.94,0.1,129.49,83.28,0,XS,1
TXN000395,2022-08-22,2022,8,3,Monday,Electronics,East,Retail Store,SP_035,4,432.33,0.0,1729.32,456.55,0,L,0
TXN001939,2022-08-22,2022,8,3,Monday,Sports,North,Mobile App,SP_017,16,92.8,0.0,1484.8,629.82,0,L,0
TXN000402,2022-08-23,2022,8,3,Tuesday,Home Goods,Central,Wholesale,SP_033,8,110.45,0.2,706.88,334.76,0,M,1
TXN002513,2022-08-23,2022,8,3,Tuesday,Sports,South,Online,SP_009,11,93.83,0.0,1032.13,401.07,0,L,0
TXN003205,2022-08-23,2022,8,3,Tuesday,Books,North,Retail Store,SP_002,7,23.69,0.0,165.83,87.54,0,XS,0
TXN003890,2022-08-23,2022,8,3,Tuesday,Home Goods,North,Wholesale,SP_028,8,131.28,0.2,840.19,303.69,0,M,1
TXN001823,2022-08-23,2022,8,3,Tuesday,Sports,North,Wholesale,SP_026,15,96.44,0.1,1301.94,518.55,0,L,1
TXN001662,2022-08-24,2022,8,3,Wednesday,Electronics,East,Wholesale,SP_038,8,504.14,0.05,3831.46,1234.6,1,L,1
TXN001572,2022-08-24,2022,8,3,Wednesday,Electronics,West,Retail Store,SP_026,9,469.59,0.1,3803.68,1098.18,0,L,1
TXN001894,2022-08-24,2022,8,3,Wednesday,Home Goods,Central,Mobile App,SP_011,9,128.09,0.05,1095.17,550.77,1,L,1
TXN003166,2022-08-24,2022,8,3,Wednesday,Sports,West,Online,SP_011,17,89.85,0.05,1451.08,461.97,0,L,1
TXN003565,2022-08-24,2022,8,3,Wednesday,Electronics,South,Mobile App,SP_028,3,487.54,0.2,1170.1,280.88,0,L,1
TXN000595,2022-08-25,2022,8,3,Thursday,Clothing,Central,Mobile App,SP_036,10,70.15,0.1,631.35,359.16,0,M,1
TXN004571,2022-08-25,2022,8,3,Thursday,Sports,North,Online,SP_021,17,107.69,0.2,1464.58,448.18,1,L,1
TXN002708,2022-08-25,2022,8,3,Thursday,Home Goods,West,Online,SP_021,7,123.02,0.05,818.08,304.59,0,M,1
TXN002550,2022-08-25,2022,8,3,Thursday,Books,South,Mobile App,SP_025,5,23.05,0.0,115.25,65.08,0,XS,0
TXN001949,2022-08-25,2022,8,3,Thursday,Books,Central,Online,SP_021,3,27.77,0.2,66.65,46.31,0,XS,1
TXN001560,2022-08-27,2022,8,3,Saturday,Electronics,West,Online,SP_014,12,516.83,0.0,6201.96,1406.96,0,XL,0
TXN003013,2022-08-27,2022,8,3,Saturday,Sports,North,Wholesale,SP_032,9,99.26,0.0,893.34,372.92,0,M,0
TXN000858,2022-08-27,2022,8,3,Saturday,Home Goods,South,Online,SP_039,3,105.69,0.1,285.36,125.25,0,S,1
TXN003238,2022-08-27,2022,8,3,Saturday,Clothing,Central,Wholesale,SP_008,9,80.14,0.0,721.26,470.46,0,M,0
TXN001181,2022-08-27,2022,8,3,Saturday,Sports,West,Online,SP_040,8,91.71,0.1,660.31,268.25,0,M,1
TXN000485,2022-08-27,2022,8,3,Saturday,Electronics,East,Wholesale,SP_007,4,493.4,0.0,1973.6,520.35,1,L,0
TXN004659,2022-08-28,2022,8,3,Sunday,Home Goods,East,Retail Store,SP_004,10,129.15,0.1,1162.35,485.33,1,L,1
TXN003216,2022-08-29,2022,8,3,Monday,Home Goods,West,Wholesale,SP_018,9,132.28,0.05,1130.99,509.22,0,L,1
TXN001078,2022-08-29,2022,8,3,Monday,Books,North,Online,SP_003,8,24.66,0.05,187.42,114.96,0,XS,1
TXN000239,2022-08-29,2022,8,3,Monday,Home Goods,West,Mobile App,SP_011,10,114.91,0.1,1034.19,461.57,0,L,1
TXN004652,2022-08-29,2022,8,3,Monday,Home Goods,West,Wholesale,SP_037,11,104.68,0.0,1151.48,433.58,0,L,0
TXN002683,2022-08-29,2022,8,3,Monday,Clothing,East,Mobile App,SP_006,10,68.57,0.0,685.7,305.58,0,M,0
TXN003026,2022-08-29,2022,8,3,Monday,Electronics,West,Online,SP_023,4,415.23,0.05,1577.87,400.0,0,L,1
TXN001529,2022-08-30,2022,8,3,Tuesday,Electronics,East,Retail Store,SP_014,6,487.77,0.1,2633.96,660.52,1,L,1
TXN001311,2022-08-31,2022,8,3,Wednesday,Clothing,West,Mobile App,SP_010,6,81.17,0.05,462.67,228.01,1,S,1
TXN003690,2022-09-01,2022,9,3,Thursday,Electronics,North,Wholesale,SP_006,9,446.26,0.0,4016.34,1100.53,0,L,0
TXN000108,2022-09-01,2022,9,3,Thursday,Books,West,Wholesale,SP_037,4,25.13,0.05,95.49,51.84,0,XS,1
TXN000262,2022-09-02,2022,9,3,Friday,Sports,North,Online,SP_011,3,86.86,0.05,247.55,85.44,0,S,1
TXN001235,2022-09-02,2022,9,3,Friday,Sports,Central,Retail Store,SP_027,7,87.91,0.0,615.37,272.71,0,M,0
TXN004785,2022-09-02,2022,9,3,Friday,Sports,West,Mobile App,SP_006,1,91.58,0.15,77.84,27.56,0,XS,1
TXN004270,2022-09-02,2022,9,3,Friday,Home Goods,East,Online,SP_026,3,132.87,0.0,398.61,181.39,0,S,0
TXN002731,2022-09-03,2022,9,3,Saturday,Sports,South,Online,SP_022,14,96.63,0.0,1352.82,519.52,0,L,0
TXN004219,2022-09-03,2022,9,3,Saturday,Clothing,Central,Online,SP_001,2,67.7,0.05,128.63,63.77,0,XS,1
TXN003202,2022-09-03,2022,9,3,Saturday,Clothing,West,Online,SP_001,10,69.82,0.05,663.29,298.63,1,M,1
TXN004616,2022-09-04,2022,9,3,Sunday,Home Goods,Central,Wholesale,SP_033,4,107.54,0.05,408.65,171.31,0,S,1
TXN000523,2022-09-04,2022,9,3,Sunday,Clothing,South,Retail Store,SP_004,3,82.57,0.1,222.94,123.2,0,S,1
TXN002898,2022-09-04,2022,9,3,Sunday,Clothing,East,Wholesale,SP_026,22,72.93,0.0,1604.46,859.13,1,L,0
TXN000455,2022-09-05,2022,9,3,Monday,Home Goods,South,Online,SP_026,2,120.4,0.15,204.68,84.09,0,S,1
TXN004324,2022-09-05,2022,9,3,Monday,Home Goods,West,Wholesale,SP_005,14,123.72,0.0,1732.08,667.2,0,L,0
TXN001849,2022-09-06,2022,9,3,Tuesday,Home Goods,Central,Retail Store,SP_022,11,133.98,0.0,1473.78,614.65,0,L,0
TXN004816,2022-09-06,2022,9,3,Tuesday,Books,North,Retail Store,SP_031,10,25.12,0.05,238.64,160.07,0,S,1
TXN001216,2022-09-06,2022,9,3,Tuesday,Home Goods,East,Mobile App,SP_026,8,137.76,0.1,991.87,347.71,0,M,1
TXN001019,2022-09-07,2022,9,3,Wednesday,Sports,West,Wholesale,SP_005,8,107.89,0.05,819.96,348.1,0,M,1
TXN000042,2022-09-07,2022,9,3,Wednesday,Sports,East,Online,SP_001,9,91.48,0.05,782.15,334.14,0,M,1
TXN003883,2022-09-07,2022,9,3,Wednesday,Home Goods,North,Retail Store,SP_036,7,102.81,0.0,719.67,351.62,1,M,0
TXN001920,2022-09-07,2022,9,3,Wednesday,Electronics,North,Wholesale,SP_036,3,413.82,0.1,1117.31,300.21,0,L,1
TXN003159,2022-09-07,2022,9,3,Wednesday,Sports,North,Online,SP_040,5,82.23,0.0,411.15,155.29,0,S,0
TXN002016,2022-09-07,2022,9,3,Wednesday,Clothing,North,Mobile App,SP_027,13,68.95,0.1,806.72,507.26,0,M,1
TXN002036,2022-09-07,2022,9,3,Wednesday,Sports,South,Online,SP_013,3,103.98,0.2,249.55,88.91,0,S,1
TXN004396,2022-09-08,2022,9,3,Thursday,Electronics,North,Mobile App,SP_002,7,504.2,0.0,3529.4,992.78,0,L,0
TXN004881,2022-09-08,2022,9,3,Thursday,Books,Central,Retail Store,SP_013,6,28.33,0.1,152.98,104.54,0,XS,1
TXN000905,2022-09-09,2022,9,3,Friday,Home Goods,West,Online,SP_036,5,130.75,0.0,653.75,246.38,1,M,0
TXN001905,2022-09-09,2022,9,3,Friday,Home Goods,West,Wholesale,SP_009,6,135.36,0.0,812.16,331.44,0,M,0
TXN000969,2022-09-09,2022,9,3,Friday,Home Goods,East,Online,SP_035,5,106.8,0.05,507.3,228.95,0,M,1
TXN003762,2022-09-09,2022,9,3,Friday,Sports,East,Online,SP_012,6,86.53,0.0,519.18,204.33,1,M,0
TXN001552,2022-09-09,2022,9,3,Friday,Home Goods,Central,Mobile App,SP_008,7,135.23,0.0,946.61,351.1,0,M,0
TXN003713,2022-09-10,2022,9,3,Saturday,Books,North,Online,SP_018,5,27.95,0.0,139.75,94.57,0,XS,0
TXN001388,2022-09-10,2022,9,3,Saturday,Sports,South,Retail Store,SP_003,6,81.99,0.0,491.94,176.8,0,S,0
TXN003711,2022-09-10,2022,9,3,Saturday,Sports,West,Retail Store,SP_021,2,105.44,0.1,189.79,70.64,0,XS,1
TXN001180,2022-09-10,2022,9,3,Saturday,Books,West,Online,SP_007,6,25.95,0.1,140.13,75.55,0,XS,1
TXN000947,2022-09-10,2022,9,3,Saturday,Electronics,North,Mobile App,SP_032,6,509.55,0.1,2751.57,686.35,0,L,1
TXN000422,2022-09-10,2022,9,3,Saturday,Clothing,Central,Retail Store,SP_026,20,66.44,0.0,1328.8,680.51,1,L,0
TXN000412,2022-09-11,2022,9,3,Sunday,Clothing,East,Online,SP_024,8,70.5,0.0,564.0,327.92,0,M,0
TXN004170,2022-09-11,2022,9,3,Sunday,Sports,North,Wholesale,SP_002,1,87.0,0.05,82.65,29.31,0,XS,1
TXN001014,2022-09-11,2022,9,3,Sunday,Books,East,Mobile App,SP_035,6,21.53,0.0,129.18,100.01,0,XS,0
TXN003726,2022-09-11,2022,9,3,Sunday,Books,East,Online,SP_012,10,23.2,0.0,232.0,142.84,0,S,0
TXN001282,2022-09-11,2022,9,3,Sunday,Books,Central,Mobile App,SP_038,18,28.0,0.0,504.0,290.72,0,M,0
TXN001793,2022-09-11,2022,9,3,Sunday,Sports,West,Online,SP_012,4,99.23,0.2,317.54,124.7,0,S,1
TXN004741,2022-09-11,2022,9,3,Sunday,Sports,South,Wholesale,SP_012,6,108.63,0.0,651.78,224.93,0,M,0
TXN000740,2022-09-11,2022,9,3,Sunday,Electronics,East,Retail Store,SP_014,8,480.18,0.15,3265.22,1026.16,1,L,1
TXN004798,2022-09-12,2022,9,3,Monday,Books,Central,Mobile App,SP_026,2,24.34,0.1,43.81,29.88,0,XS,1
TXN000045,2022-09-12,2022,9,3,Monday,Books,Central,Online,SP_036,9,25.9,0.0,233.1,163.88,0,S,0
TXN004259,2022-09-12,2022,9,3,Monday,Clothing,East,Wholesale,SP_002,17,69.96,0.05,1129.85,608.64,0,L,1
TXN001215,2022-09-12,2022,9,3,Monday,Home Goods,South,Retail Store,SP_035,7,129.72,0.15,771.83,384.98,1,M,1
TXN001571,2022-09-12,2022,9,3,Monday,Clothing,Central,Wholesale,SP_009,7,77.92,0.05,518.17,265.86,0,M,1
TXN000102,2022-09-12,2022,9,3,Monday,Electronics,Central,Retail Store,SP_018,6,474.37,0.0,2846.22,846.2,1,L,0
TXN000372,2022-09-13,2022,9,3,Tuesday,Clothing,East,Retail Store,SP_028,10,78.83,0.1,709.47,412.34,1,M,1
TXN001268,2022-09-13,2022,9,3,Tuesday,Home Goods,Central,Mobile App,SP_013,4,108.89,0.0,435.56,166.35,0,S,0
TXN001843,2022-09-13,2022,9,3,Tuesday,Electronics,South,Retail Store,SP_016,3,471.31,0.05,1343.23,310.59,0,L,1
TXN000996,2022-09-13,2022,9,3,Tuesday,Books,Central,Online,SP_005,8,26.25,0.1,189.0,141.07,0,XS,1
